date,ticker,price,daily_change,market_cap,trailing_pe,eps,52w_high,52w_low,open,high,low,close,volume
2025-10-21,AAPL,262.27 USD,N/A,N/A,N/A,N/A,N/A,N/A,261.38,264.79,261.33,262.27,46.70M
2025-10-21,AMD,238.03 USD,N/A,N/A,N/A,N/A,N/A,N/A,239.39,242.26,234.02,238.03,47.12M
2025-10-21,CAT,523.43 USD,N/A,N/A,N/A,N/A,N/A,N/A,523.84,532.13,520.82,523.43,2.26M
2025-10-21,IONQ,59.50 USD,N/A,N/A,N/A,N/A,N/A,N/A,60.44,60.90,57.21,59.50,26.17M
2025-10-21,KO,70.24 USD,N/A,N/A,N/A,N/A,N/A,N/A,69.60,70.41,69.26,70.24,33.65M
2025-10-21,ORA,105.23 USD,N/A,N/A,N/A,N/A,N/A,N/A,108.25,108.25,104.59,105.23,"606,800"
2025-10-21,OXY,40.48 USD,N/A,N/A,N/A,N/A,N/A,N/A,40.57,40.92,40.19,40.48,8.56M
2025-10-21,PL,12.91 USD,-4.79%,N/A,N/A,N/A,N/A,N/A,13.18,13.34,12.81,12.91,7.54M
2025-10-21,PLUG,3.12 USD,N/A,N/A,N/A,N/A,N/A,N/A,3.38,3.38,3.05,3.12,112.66M
2025-10-21,RKLB,65.40 USD,-2.90%,N/A,N/A,N/A,N/A,N/A,68.04,68.04,64.86,65.40,17.51M
2025-10-21,SPIR,11.89 USD,N/A,N/A,N/A,N/A,N/A,N/A,12.12,12.31,11.66,11.89,"449,100"
2025-10-21,T,25.48 USD,N/A,N/A,N/A,N/A,N/A,N/A,25.58,25.66,25.33,25.48,100.45M
2025-10-21,XOM,110.99 USD,N/A,N/A,N/A,N/A,N/A,N/A,111.17,111.63,110.28,110.99,9.20M
2025-10-22,AAPL,257.96 USD,N/A,N/A,N/A,N/A,N/A,N/A,262.15,262.35,254.94,257.96,45.02M
2025-10-22,AMD,230.23 USD,N/A,N/A,N/A,N/A,N/A,N/A,236.85,240.13,224.88,230.23,59.67M
2025-10-22,CAT,511.74 USD,N/A,N/A,N/A,N/A,N/A,N/A,523.51,523.58,508.05,511.74,4.15M
2025-10-22,IONQ,55.45 USD,N/A,N/A,N/A,N/A,N/A,N/A,58.20,59.35,52.27,55.45,39.33M
2025-10-22,KO,69.84 USD,N/A,N/A,N/A,N/A,N/A,N/A,70.38,70.63,69.54,69.84,18.29M
2025-10-22,ORA,103.89 USD,N/A,N/A,N/A,N/A,N/A,N/A,105.83,106.42,102.07,103.89,"671,300"
2025-10-22,OXY,41.29 USD,N/A,N/A,N/A,N/A,N/A,N/A,40.79,41.42,40.47,41.29,11.05M
2025-10-22,PL,12.50 USD,-3.18%,N/A,N/A,N/A,N/A,N/A,12.75,13.05,11.97,12.50,12.32M
2025-10-22,PLUG,2.92 USD,N/A,N/A,N/A,N/A,N/A,N/A,3.04,3.11,2.77,2.92,112.53M
2025-10-22,RKLB,60.56 USD,-7.39%,N/A,N/A,N/A,N/A,N/A,62.97,64.02,58.41,60.56,22.15M
2025-10-22,SPIR,11.08 USD,N/A,N/A,N/A,N/A,N/A,N/A,11.65,11.76,10.83,11.08,"462,700"
2025-10-22,T,24.99 USD,N/A,N/A,N/A,N/A,N/A,N/A,24.38,25.27,23.79,24.99,95.47M
2025-10-22,XOM,112.96 USD,N/A,N/A,N/A,N/A,N/A,N/A,111.72,113.43,111.36,112.96,12.94M
2025-10-23,AAPL,259.09 USD,N/A,N/A,N/A,N/A,N/A,N/A,259.45,260.12,257.52,259.09,32.75M
2025-10-23,AMD,234.99 USD,N/A,N/A,N/A,N/A,N/A,N/A,230.16,235.90,228.54,234.99,39.02M
2025-10-23,CAT,518.30 USD,N/A,N/A,N/A,N/A,N/A,N/A,516.14,520.68,510.84,518.30,2.62M
2025-10-23,IONQ,59.37 USD,N/A,N/A,N/A,N/A,N/A,N/A,61.10,62.93,57.00,59.37,65.82M
2025-10-23,KO,68.98 USD,N/A,N/A,N/A,N/A,N/A,N/A,69.84,69.95,68.76,68.98,13.99M
2025-10-23,ORA,104.45 USD,N/A,N/A,N/A,N/A,N/A,N/A,104.52,105.09,103.55,104.45,"339,400"
2025-10-23,OXY,42.43 USD,N/A,N/A,N/A,N/A,N/A,N/A,42.69,42.90,42.27,42.43,13.81M
2025-10-23,PL,12.95 USD,+3.60%,N/A,N/A,N/A,N/A,N/A,12.63,13.31,12.59,12.95,7.06M
2025-10-23,PLUG,2.88 USD,N/A,N/A,N/A,N/A,N/A,N/A,3.04,3.05,2.86,2.88,63.20M
2025-10-23,RKLB,63.57 USD,+4.96%,N/A,N/A,N/A,N/A,N/A,61.56,64.70,60.75,63.57,13.23M
2025-10-23,SPIR,11.03 USD,N/A,N/A,N/A,N/A,N/A,N/A,11.10,11.40,11.02,11.03,"292,500"
2025-10-23,T,24.08 USD,N/A,N/A,N/A,N/A,N/A,N/A,25.12,25.19,23.96,24.08,107.29M
2025-10-23,XOM,114.21 USD,N/A,N/A,N/A,N/A,N/A,N/A,114.85,115.07,113.60,114.21,15.00M
2025-10-24,AAPL,262.32 USD,N/A,N/A,N/A,N/A,N/A,N/A,260.69,263.63,258.69,262.32,38.25M
2025-10-24,AMD,252.92 USD,N/A,N/A,N/A,N/A,N/A,N/A,243.36,253.39,241.95,252.92,71.22M
2025-10-24,CAT,520.52 USD,N/A,N/A,N/A,N/A,N/A,N/A,520.65,525.00,518.82,520.52,2.39M
2025-10-24,IONQ,60.30 USD,N/A,N/A,N/A,N/A,N/A,N/A,62.01,64.11,59.92,60.30,27.50M
2025-10-24,KO,68.75 USD,N/A,N/A,N/A,N/A,N/A,N/A,68.95,69.09,68.69,68.75,15.69M
2025-10-24,ORA,106.11 USD,N/A,N/A,N/A,N/A,N/A,N/A,105.51,106.27,104.76,106.11,"300,900"
2025-10-24,OXY,42.12 USD,N/A,N/A,N/A,N/A,N/A,N/A,42.55,42.73,42.08,42.12,7.21M
2025-10-24,PL,13.61 USD,+5.10%,N/A,N/A,N/A,N/A,N/A,13.30,13.72,13.14,13.61,7.29M
2025-10-24,PLUG,2.95 USD,N/A,N/A,N/A,N/A,N/A,N/A,3.02,3.06,2.87,2.95,80.96M
2025-10-24,RKLB,64.56 USD,+1.56%,N/A,N/A,N/A,N/A,N/A,64.81,66.18,63.65,64.56,12.04M
2025-10-24,SPIR,11.56 USD,N/A,N/A,N/A,N/A,N/A,N/A,11.37,11.69,11.33,11.56,"297,900"
2025-10-24,T,24.59 USD,N/A,N/A,N/A,N/A,N/A,N/A,24.10,24.64,24.03,24.59,80.55M
2025-10-24,XOM,113.63 USD,N/A,N/A,N/A,N/A,N/A,N/A,114.58,114.70,113.43,113.63,9.92M
2025-10-27,AAPL,268.30 USD,N/A,N/A,N/A,N/A,N/A,N/A,264.38,268.61,264.15,268.30,44.89M
2025-10-27,AMD,259.67 USD,N/A,N/A,N/A,N/A,N/A,N/A,257.88,260.42,249.80,259.67,65.61M
2025-10-27,CAT,524.84 USD,N/A,N/A,N/A,N/A,N/A,N/A,524.82,527.23,519.22,524.84,2.49M
2025-10-27,IONQ,62.80 USD,N/A,N/A,N/A,N/A,N/A,N/A,63.00,65.50,62.28,62.80,25.77M
2025-10-27,KO,69.10 USD,N/A,N/A,N/A,N/A,N/A,N/A,68.82,69.16,68.30,69.10,13.80M
2025-10-27,ORA,106.39 USD,N/A,N/A,N/A,N/A,N/A,N/A,106.67,106.84,104.98,106.39,"374,400"
2025-10-27,OXY,41.86 USD,N/A,N/A,N/A,N/A,N/A,N/A,42.40,42.51,41.67,41.86,7.55M
2025-10-27,PL,13.31 USD,-2.20%,N/A,N/A,N/A,N/A,N/A,13.95,13.96,13.27,13.31,6.61M
2025-10-27,PLUG,2.96 USD,N/A,N/A,N/A,N/A,N/A,N/A,3.11,3.14,2.88,2.96,96.12M
2025-10-27,RKLB,65.62 USD,+1.64%,N/A,N/A,N/A,N/A,N/A,66.19,66.35,64.15,65.62,19.18M
2025-10-27,SPIR,11.67 USD,N/A,N/A,N/A,N/A,N/A,N/A,12.11,12.15,11.64,11.67,"279,900"
2025-10-27,T,24.97 USD,N/A,N/A,N/A,N/A,N/A,N/A,24.53,25.01,24.43,24.97,86.22M
2025-10-27,XOM,114.17 USD,N/A,N/A,N/A,N/A,N/A,N/A,113.94,114.22,113.35,114.17,10.98M
2025-10-28,AAPL,268.49 USD,N/A,N/A,N/A,N/A,N/A,N/A,268.48,269.38,267.64,268.49,41.53M
2025-10-28,AMD,258.01 USD,N/A,N/A,N/A,N/A,N/A,N/A,259.14,264.58,257.00,258.01,47.45M
2025-10-28,CAT,522.25 USD,N/A,N/A,N/A,N/A,N/A,N/A,523.74,528.05,519.46,522.25,2.78M
2025-10-28,IONQ,57.15 USD,N/A,N/A,N/A,N/A,N/A,N/A,62.80,64.57,57.07,57.15,35.73M
2025-10-28,KO,69.19 USD,N/A,N/A,N/A,N/A,N/A,N/A,69.09,69.92,68.99,69.19,12.73M
2025-10-28,ORA,106.06 USD,N/A,N/A,N/A,N/A,N/A,N/A,106.38,107.01,105.38,106.06,"385,000"
2025-10-28,OXY,40.40 USD,N/A,N/A,N/A,N/A,N/A,N/A,41.56,41.67,40.38,40.40,13.30M
2025-10-28,PL,12.84 USD,-3.53%,N/A,N/A,N/A,N/A,N/A,13.40,13.47,12.78,12.84,6.46M
2025-10-28,PLUG,2.79 USD,N/A,N/A,N/A,N/A,N/A,N/A,2.96,2.96,2.78,2.79,89.85M
2025-10-28,RKLB,63.75 USD,-2.85%,N/A,N/A,N/A,N/A,N/A,65.68,66.54,63.61,63.75,11.77M
2025-10-28,SPIR,11.26 USD,N/A,N/A,N/A,N/A,N/A,N/A,11.57,11.61,11.17,11.26,"355,900"
2025-10-28,T,25.14 USD,N/A,N/A,N/A,N/A,N/A,N/A,24.86,25.22,24.76,25.14,77.66M
2025-10-28,XOM,113.28 USD,N/A,N/A,N/A,N/A,N/A,N/A,113.73,114.41,113.24,113.28,9.54M
2025-10-29,AAPL,269.19 USD,N/A,N/A,N/A,N/A,N/A,N/A,268.77,270.89,266.60,269.19,51.09M
2025-10-29,AMD,264.33 USD,N/A,N/A,N/A,N/A,N/A,N/A,264.19,267.08,257.40,264.33,49.34M
2025-10-29,CAT,583.01 USD,N/A,N/A,N/A,N/A,N/A,N/A,555.82,593.69,555.64,583.01,6.95M
2025-10-29,IONQ,61.11 USD,N/A,N/A,N/A,N/A,N/A,N/A,58.85,62.10,57.92,61.11,25.52M
2025-10-29,KO,67.41 USD,N/A,N/A,N/A,N/A,N/A,N/A,68.96,69.07,67.22,67.41,19.79M
2025-10-29,ORA,107.02 USD,N/A,N/A,N/A,N/A,N/A,N/A,107.00,109.67,106.56,107.02,"609,300"
2025-10-29,OXY,40.15 USD,N/A,N/A,N/A,N/A,N/A,N/A,40.37,40.69,40.05,40.15,10.87M
2025-10-29,PL,12.90 USD,+0.47%,N/A,N/A,N/A,N/A,N/A,12.96,13.34,12.77,12.90,6.69M
2025-10-29,PLUG,2.76 USD,N/A,N/A,N/A,N/A,N/A,N/A,2.82,3.05,2.70,2.76,132.14M
2025-10-29,RKLB,66.16 USD,+3.78%,N/A,N/A,N/A,N/A,N/A,64.14,67.39,63.48,66.16,17.91M
2025-10-29,SPIR,10.66 USD,N/A,N/A,N/A,N/A,N/A,N/A,11.22,11.30,10.63,10.66,"298,700"
2025-10-29,T,24.59 USD,N/A,N/A,N/A,N/A,N/A,N/A,25.55,25.64,24.44,24.59,102.72M
2025-10-29,XOM,114.68 USD,N/A,N/A,N/A,N/A,N/A,N/A,113.17,115.27,113.06,114.68,12.57M
2025-10-30,AAPL,270.88 USD,N/A,N/A,N/A,N/A,N/A,N/A,271.47,273.62,267.97,270.88,69.89M
2025-10-30,AMD,254.84 USD,N/A,N/A,N/A,N/A,N/A,N/A,259.92,263.88,252.31,254.84,45.16M
2025-10-30,CAT,580.68 USD,N/A,N/A,N/A,N/A,N/A,N/A,575.45,591.26,573.33,580.68,2.57M
2025-10-30,IONQ,60.17 USD,N/A,N/A,N/A,N/A,N/A,N/A,59.39,61.84,58.20,60.17,16.10M
2025-10-30,KO,68.03 USD,N/A,N/A,N/A,N/A,N/A,N/A,67.51,68.34,67.45,68.03,14.75M
2025-10-30,ORA,104.88 USD,N/A,N/A,N/A,N/A,N/A,N/A,106.22,107.56,104.63,104.88,"755,100"
2025-10-30,OXY,40.27 USD,N/A,N/A,N/A,N/A,N/A,N/A,39.90,40.90,39.67,40.27,9.56M
2025-10-30,PL,12.86 USD,-0.31%,N/A,N/A,N/A,N/A,N/A,12.74,13.20,12.53,12.86,6.05M
2025-10-30,PLUG,2.65 USD,N/A,N/A,N/A,N/A,N/A,N/A,2.66,2.74,2.64,2.65,80.90M
2025-10-30,RKLB,60.92 USD,-7.92%,N/A,N/A,N/A,N/A,N/A,65.00,65.18,60.89,60.92,12.48M
2025-10-30,SPIR,10.42 USD,N/A,N/A,N/A,N/A,N/A,N/A,10.58,10.73,10.30,10.42,"258,200"
2025-10-30,T,24.14 USD,N/A,N/A,N/A,N/A,N/A,N/A,24.44,24.63,24.08,24.14,82.17M
2025-10-30,XOM,112.94 USD,N/A,N/A,N/A,N/A,N/A,N/A,114.66,114.74,112.79,112.94,16.17M
2025-10-31,AAPL,269.86 USD,-0.38%,N/A,N/A,N/A,N/A,N/A,276.46,276.79,268.65,269.86,86.17M
2025-10-31,AMD,256.12 USD,+0.50%,N/A,N/A,N/A,N/A,N/A,259.60,262.13,253.41,256.12,34.45M
2025-10-31,CAT,574.82 USD,-1.01%,N/A,N/A,N/A,N/A,N/A,581.56,584.57,568.93,574.82,2.97M
2025-10-31,IONQ,62.38 USD,+3.67%,N/A,N/A,N/A,N/A,N/A,61.00,62.97,59.96,62.38,19.32M
2025-10-31,KO,67.95 USD,-0.12%,N/A,N/A,N/A,N/A,N/A,67.61,68.12,66.97,67.95,16.74M
2025-10-31,ORA,106.14 USD,+1.20%,N/A,N/A,N/A,N/A,N/A,105.20,106.61,105.20,106.14,"560,400"
2025-10-31,OXY,40.77 USD,+1.23%,N/A,N/A,N/A,N/A,N/A,40.37,40.92,40.22,40.77,7.21M
2025-10-31,PL,13.45 USD,+4.59%,N/A,N/A,N/A,N/A,N/A,12.89,13.73,12.89,13.45,8.67M
2025-10-31,PLUG,2.69 USD,+1.51%,N/A,N/A,N/A,N/A,N/A,2.66,2.72,2.56,2.69,94.55M
2025-10-31,RKLB,62.98 USD,+3.38%,N/A,N/A,N/A,N/A,N/A,61.77,63.45,60.40,62.98,13.83M
2025-10-31,SPIR,10.88 USD,+4.41%,N/A,N/A,N/A,N/A,N/A,10.45,10.95,10.36,10.88,"367,100"
2025-10-31,T,24.21 USD,+0.28%,N/A,N/A,N/A,N/A,N/A,24.09,24.44,23.98,24.21,89.94M
2025-10-31,XOM,112.62 USD,-0.29%,N/A,N/A,N/A,N/A,N/A,112.24,113.47,110.90,112.62,20.21M
2025-11-03,AAPL,268.54 USD,N/A,N/A,N/A,N/A,N/A,N/A,269.91,270.33,265.74,268.54,50.19M
2025-11-03,ALAB,191.56 USD,N/A,N/A,N/A,N/A,N/A,N/A,191.38,198.24,187.50,191.56,6.04M
2025-11-03,AMD,259.65 USD,N/A,N/A,N/A,N/A,N/A,N/A,259.33,260.91,253.89,259.65,36.35M
2025-11-03,ATKR,69.30 USD,N/A,N/A,N/A,N/A,N/A,N/A,68.49,69.73,66.91,69.30,"399,600"
2025-11-03,AVAV,367.88 USD,N/A,N/A,N/A,N/A,N/A,N/A,375.48,380.00,363.10,367.88,"467,000"
2025-11-03,CAT,568.18 USD,N/A,N/A,N/A,N/A,N/A,N/A,573.49,573.78,563.00,568.18,2.44M
2025-11-03,COHR,132.00 USD,N/A,N/A,N/A,N/A,N/A,N/A,133.54,135.50,130.52,132.00,3.78M
2025-11-03,FLNC,20.81 USD,N/A,N/A,N/A,N/A,N/A,N/A,21.50,22.44,20.71,20.81,7.60M
2025-11-03,HUM,277.55 USD,N/A,N/A,N/A,N/A,N/A,N/A,275.64,278.39,269.12,277.55,1.30M
2025-11-03,IONQ,58.40 USD,N/A,N/A,N/A,N/A,N/A,N/A,62.35,62.69,56.56,58.40,23.85M
2025-11-03,KEY,17.18 USD,N/A,N/A,N/A,N/A,N/A,N/A,17.14,17.19,16.95,17.18,14.90M
2025-11-03,KO,67.03 USD,N/A,N/A,N/A,N/A,N/A,N/A,67.85,67.94,66.73,67.03,15.66M
2025-11-03,KTOS,91.10 USD,N/A,N/A,N/A,N/A,N/A,N/A,90.83,91.72,87.95,91.10,2.49M
2025-11-03,MOD,152.93 USD,N/A,N/A,N/A,N/A,N/A,N/A,154.74,157.99,152.50,152.93,1.12M
2025-11-03,NXT,101.50 USD,N/A,N/A,N/A,N/A,N/A,N/A,104.13,106.90,101.40,101.50,2.09M
2025-11-03,ORA,107.58 USD,N/A,N/A,N/A,N/A,N/A,N/A,106.65,107.74,105.45,107.58,"665,800"
2025-11-03,OXY,40.49 USD,N/A,N/A,N/A,N/A,N/A,N/A,40.62,40.67,39.90,40.49,7.29M
2025-11-03,PL,13.19 USD,-1.93%,N/A,N/A,N/A,N/A,N/A,13.33,13.38,12.73,13.19,6.52M
2025-11-03,PLUG,2.75 USD,N/A,N/A,N/A,N/A,N/A,N/A,2.78,2.83,2.66,2.75,95.04M
2025-11-03,RDW,7.37 USD,N/A,N/A,N/A,N/A,N/A,N/A,7.80,7.81,7.25,7.37,5.68M
2025-11-03,RKLB,61.34 USD,N/A,N/A,N/A,N/A,N/A,N/A,63.03,63.10,59.13,61.34,11.46M
2025-11-03,SPIR,11.16 USD,N/A,N/A,N/A,N/A,N/A,N/A,10.95,11.21,10.58,11.16,"365,900"
2025-11-03,T,23.99 USD,N/A,N/A,N/A,N/A,N/A,N/A,24.10,24.10,23.55,23.99,89.33M
2025-11-03,XOM,112.03 USD,N/A,N/A,N/A,N/A,N/A,N/A,112.76,113.24,111.91,112.03,12.29M
2025-11-04,AAPL,269.53 USD,+0.37%,N/A,N/A,N/A,N/A,N/A,267.82,270.97,267.11,269.53,49.27M
2025-11-04,ALAB,179.31 USD,-6.39%,N/A,N/A,N/A,N/A,N/A,181.37,193.21,179.31,179.31,8.96M
2025-11-04,AMD,250.05 USD,-3.70%,N/A,N/A,N/A,N/A,N/A,250.35,257.38,247.39,250.05,56.49M
2025-11-04,ATKR,67.71 USD,-2.29%,N/A,N/A,N/A,N/A,N/A,68.20,68.59,67.22,67.71,"424,300"
2025-11-04,AVAV,365.08 USD,-0.76%,N/A,N/A,N/A,N/A,N/A,354.25,367.91,347.90,365.08,"645,000"
